,Objeto do Contrato,Tipo de Procedimento,Tipo(s) de Contrato,CPV,CPV Tipo ,CPV Designação,CPV Valor,Entidade(s) Adjudicante(s),Entidade(s) Adjudicatária(s),Preço Contratual,Data de Publicação,Data de Celebração do Contrato,Prazo de Execução,Fundamentação,Causa de Extinção do Contrato,Data de Fecho do Contrato,Preço Total Efetivo,Causas das Alterações ao Prazo,Causas das Alterações ao Preço,Estado,N.º registo do Acordo Quadro,Descrição do Acordo Quadro,Procedimento Centralizado,Ligação para Peças do Procedimento,Lista de Fornecedores (cocontratantes),Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE,groupMembers,CPV_VALOR_TRIM,NIF_AJUDICARIO,Nome_tratado
1254,Aquisição de Serviços de manutenção de licenciamento de Liferay  ,Ajuste Direto Regime Geral,Aquisição de bens móveis,48218000-9,Principal,Pacote de software para gestão de licenças,261562.5 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Liferay, SL (B85341162)","261.562,50 €",08-05-2018,2018-03-26,365 dias,"Artigo 24.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,17-05-2018,"261.562,50 €",,,,Não aplicável.,Não aplicável.,False,,False,,,261562.5,B85341162,"Liferay, SL (B85341162)"
1255,Aquisição de Equipamentos Wireless e Serviços Conexos ,Ajuste Direto Regime Geral,Aquisição de bens móveis,32420000-3,Principal,Equipamento de rede,13985.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","BPO - CONSULTING UNIPESSOAL, LDA. (508845815)","13.985,00 €",08-05-2018,2018-03-12,120 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,13985.0,508845815,"BPO - CONSULTING UNIPESSOAL, LDA. (508845815)"
1256,Aquisição de serviços de manutenção de equipamentos ORACLE ,Concurso público,Aquisição de serviços,50300000-8,Principal,"Serviços de reparação e manutenção e serviços conexos relacionados com computadores pessoais e com equipamento burótico, audiovisual e para telecomunicações",254990.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","NORMÁTICA - SERVIÇOS DE INFORMÁTICA E ORGANIZAÇÃO, S.A (501782230)","254.990,00 €",08-05-2018,2018-03-27,278 dias,"Artigo 21.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,254990.0,501782230,Normatica  (501782230)
1257,Aquisição de circuito principal e outro de backup em tecnologia MPLS para interligação do SNS ao Ponto de Troca de Tráfego (PTT) da eSPap ,Concurso público,Aquisição de serviços,64210000-1,Principal,Serviços telefónicos e de transmissão de dados,6091.44 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",Onitelecom Infocomunicações SA (504073206),"6.091,44 €",08-05-2018,2018-04-17,710 dias,"Artigo 21.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,6091.44,504073206,Onitelecom Infocomunicações SA (504073206)
1258,Convite ao abrigo do acordo quadro - Aquisição de serviços de apoio especializado para desenvolvimento de procedimentos de contratação pública - Lote 1 - Unidade Ministerial de Compras (UMC).,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de serviços,79420000-4,Principal,Serviços relacionados com a gestão,189050.4 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","Deloitte Consultores, S.A. (502310090)","189.050,40 €",08-05-2018,2018-03-27,630 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,1950010,Acordo quadro para Prestação de Serviços de Consultadoria na área da Saúde e Segurança   às Instituições e Serviços do Serviço Nacional de Saúde  ,False,,False,,,189050.4,502310090,"Deloitte Consultores, S.A. (502310090), BAS - Sociedade de Advogados (509100007), ACCENTURE (502309440), Eduardo Serra Jorge & Maria José Garcia Sociedade de Advogados RL (503552119), CAPGEMINI PORTUGAL - Serviços de Consultoria e Informática, S.A. (502829257), ALTRANPORTUGAL (504272179), BDO & ASSOCIADOS, SOCIEDADE DE REVISORES OFICIAIS DE CONTAS, LDA. (501340467), Babel Ibérica, S.A. (507025229), Cruz, Menezes, Salinas & Associados  (504046799), Claranet Portugal S.A. (503412031), BIQ - HEALTH SOLUTIONS, LDA. (504105337), WAKARU Consulting, Lda. (510635679), INCENTEA -TECNOLOGIA DE GESTÃO, S.A (501968326), NoLimits Consulting - Serviços em Sistemas de Informação, S.A. (505581477), Vieira, Costa Gomes - Sociedade de Advogados, RL (509090575), LCG - Consultoria, S.A. (509478832), MEO-Serviço de Comunicações e Multimédia,S.A (504615947), GMVIS Skysoft, S.A. (504076418), Everis Portugal, SA (506204650), PLMJ Advogados, SP, RL (502289929), FOCUS2COMPLY, LDA (513380930), Indra Sistemas Portugal, S.A. (506176142), Glintt - Healthcare Solutions, S.A. (502479418)"
1259,Aquisição de serviços de apoio à elaboração de projetos no âmbito dos contratos públicos ,Ajuste Direto Regime Geral,Aquisição de serviços,79420000-4,Principal,Serviços relacionados com a gestão,69967.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","Randstad II - Prestação de Serviços, Lda. (503298999)","69.967,00 €",08-05-2018,2018-03-05,294 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,69967.0,503298999,"Randstad II - Prestação de Serviços, Lda. (503298999)"
1260,"Aquisição de licenças de acesso à plataforma multicanal para elaboração e envio de newsletters, mass mailing para as entidades do Ministério da Saúde. ",Concurso público,Aquisição de bens móveis,48218000-9,Principal,Pacote de software para gestão de licenças,65400.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","Miguel Gonçalves Unipessoal,  Lda (506305716)","65.400,00 €",08-05-2018,2018-02-02,365 dias,Artigo 28.º do Código dos Contratos Públicos,Cumprimento integral do contrato,11-05-2018,"65.400,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,65400.0,506305716,"Miguel Gonçalves Unipessoal,  Lda (506305716)"
1261,Convite ao abrigo do acordo quadro - Aquisição de licenciamento OutSystem ,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de serviços<br/>Aquisição de bens móveis,48218000-9,Principal,Pacote de software para gestão de licenças,48290.1 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)"," NOESIS PORTUGAL II, CONS. EM SIST. INF. ,S.A. (505128985)","48.290,10 €",07-05-2018,2018-04-02,365 dias,"Artigo 33.º, n.º 3 do Código dos Contratos Públicos",,,,,,,610968,Acordo quadro de licenciamento de software e serviços conexos,False,,False,,,48290.1,505128985,"NOESIS, S.A. (505128985)"
1262,Aquisição de Serviço de migração para SClinico CSP de unidades da ARSCentro e ARSAlgave,Ajuste Direto Regime Geral,Aquisição de serviços,72500000-0,Principal,Serviços relacionados com a informática,27000.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Nimble Portal - Serviços e Consultoria  de Gestão, Lda. (510308759)","27.000,00 €",07-05-2018,2018-02-20,120 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,27000.0,510308759,Nimble Lda  (510308759)
1263,Aquisição de Serviços de gestão e suporte - Lote 2 - sistemas da SPMS,Concurso público,Aquisição de serviços,72500000-0,Principal,Serviços relacionados com a informática,108979.2 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Winning Scientific Management, Ldª. (510098711)","108.979,20 €",07-05-2018,2018-02-23,540 dias,"Artigo 21.º, n.º 1, alínea b) do Código dos Contratos Públicos",Cumprimento integral do contrato,31-12-2019,"108.979,20 €",,,,Não aplicável.,Não aplicável.,False,,False,,,108979.2,510098711,WINNING SCIENTIFIC MANAGEMENT LDA. (510098711)
1264,Aquisição de Serviços de manutenção corretiva e evolutiva do BAS e RNCCI ,Concurso público,Aquisição de serviços,72500000-0,Principal,Serviços relacionados com a informática,12800.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Winning Scientific Management, Ldª. (510098711)","12.800,00 €",07-05-2018,2018-02-23,365 dias,"Artigo 21.º, n.º 1, alínea b) do Código dos Contratos Públicos",Cumprimento integral do contrato,19-10-2018,"12.800,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,12800.0,510098711,WINNING SCIENTIFIC MANAGEMENT LDA. (510098711)
1265,Convite ao abrigo do acordo quadro  - Serviços de gestão e suporte - Lote 2 - sistemas da SPMS ,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de serviços,50312000-5,Principal,Manutenção e reparação de equipamento informático,72403.5 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","ITEN SOLUTIONS - SISTEMAS DE INFORMAÇÃO, S.A. (510728189)","72.403,50 €",07-05-2018,2018-02-16,365 dias,Artigo 259.º do Código dos Contratos Públicos,Cumprimento integral do contrato,21-06-2019,"72.403,50 €",,,,1950010,Acordo quadro para Prestação de Serviços de Consultadoria na área da Saúde e Segurança   às Instituições e Serviços do Serviço Nacional de Saúde  ,False,,False,,,72403.5,510728189,"CLARANET II SOLUTIONS, S.A. (510728189)"
1266,Convite ao abrigo do acordo quadro  - Serviços de gestão e suporte - Lote 1 - interno ao utilizador ,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de serviços,50312000-5,Principal,Manutenção e reparação de equipamento informático,84944.64 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Everis Portugal, S.A. (506204650)","84.944,64 €",07-05-2018,2018-02-23,365 dias,Artigo 259.º do Código dos Contratos Públicos,Cumprimento integral do contrato,21-06-2019,"84.944,64 €",,,,1950010,Acordo quadro para Prestação de Serviços de Consultadoria na área da Saúde e Segurança   às Instituições e Serviços do Serviço Nacional de Saúde  ,False,,False,,,84944.64,506204650,"NTT Data Portugal, S.A. (506204650)"
1267,Convite ao abrigo do acordo quadro - Aquisição de serviços de apoio à Direção de Planeamento e Desenvolvimento Organizacional,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de serviços,79420000-4,Principal,Serviços relacionados com a gestão,65049.6 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",Deloitte Consultores SA (502310090),"65.049,60 €",07-05-2018,2018-03-09,710 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,1950010,Acordo quadro para Prestação de Serviços de Consultadoria na área da Saúde e Segurança   às Instituições e Serviços do Serviço Nacional de Saúde  ,False,,False,,,65049.6,502310090,"Deloitte Consultores, S.A. (502310090), BAS - Sociedade de Advogados (509100007), ACCENTURE (502309440), Eduardo Serra Jorge & Maria José Garcia Sociedade de Advogados RL (503552119), CAPGEMINI PORTUGAL - Serviços de Consultoria e Informática, S.A. (502829257), ALTRANPORTUGAL (504272179), BDO & ASSOCIADOS, SOCIEDADE DE REVISORES OFICIAIS DE CONTAS, LDA. (501340467), Babel Ibérica, S.A. (507025229), Cruz, Menezes, Salinas & Associados  (504046799), Claranet Portugal S.A. (503412031), BIQ - HEALTH SOLUTIONS, LDA. (504105337), WAKARU Consulting, Lda. (510635679), INCENTEA -TECNOLOGIA DE GESTÃO, S.A (501968326), NoLimits Consulting - Serviços em Sistemas de Informação, S.A. (505581477), Vieira, Costa Gomes - Sociedade de Advogados, RL (509090575), LCG - Consultoria, S.A. (509478832), MEO-Serviço de Comunicações e Multimédia,S.A (504615947), GMVIS Skysoft, S.A. (504076418), Everis Portugal, SA (506204650), PLMJ Advogados, SP, RL (502289929), FOCUS2COMPLY, LDA (513380930), Indra Sistemas Portugal, S.A. (506176142), Glintt - Healthcare Solutions, S.A. (502479418)"
1268,Aquisição de Serviços de Vigilância nas Instalações da SPMS em Lisboa e no Porto,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de serviços,79714000-2,Principal,Serviços de vigilância,190173.46 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (SNCP) (509540716)",Ronsegur (507011724),"180.384,88 €",07-05-2018,2018-04-04,365 dias,Artigo 259.º do Código dos Contratos Públicos,Cumprimento integral do contrato,26-12-2019,"190.173,46 €",,,,613183,Acordo quadro para a prestação de serviços de vigilância e segurança,False,,False,,,190173.46,507011724,"Ronsegur, Rondas e Segurança, Lda (507011724)"
1269,Aquisição de equipamento informático - Lote 5 - Computadores Portáteis  ,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de bens móveis,30213000-5,Principal,Computadores pessoais,5640.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)",Basedois (501333401),"5.640,00 €",07-05-2018,2018-02-06,120 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,1196657,Acordo Quadro para aquisição e aluguer operacional de equipamento informático,False,,False,,,5640.0,501333401,BASE 2 (501333401)
1270,Aquisição de equipamento informático - Lote 4 - Computadores Portáteis  ,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de bens móveis,30213000-5,Principal,Computadores pessoais,18960.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)",Basedois (501333401),"18.960,00 €",07-05-2018,2018-02-06,120 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,1196657,Acordo Quadro para aquisição e aluguer operacional de equipamento informático,False,,False,,,18960.0,501333401,BASE 2 (501333401)
1271,Aquisição de equipamento informático - Lote 3 - Computadores Portáteis  ,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de bens móveis,30213000-5,Principal,Computadores pessoais,131700.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)",Basedois (501333401),"131.700,00 €",07-05-2018,2018-02-22,120 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,1196657,Acordo Quadro para aquisição e aluguer operacional de equipamento informático,False,,False,,,131700.0,501333401,BASE 2 (501333401)
1272,Aquisição de equipamento informático - Lote 2 - Computadores Portáteis,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de bens móveis,30213000-5,Principal,Computadores pessoais,86424.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)",Basedois (501333401),"86.424,00 €",07-05-2018,2018-02-06,120 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,1196657,Acordo Quadro para aquisição e aluguer operacional de equipamento informático,False,,False,,,86424.0,501333401,BASE 2 (501333401)
1273,Aquisição de equipamento informático - Lote 1 - Computadores de Secretária,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de bens móveis,30213000-5,Principal,Computadores pessoais,34080.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)",Basedois (501333401),"34.080,00 €",07-05-2018,2018-02-22,120 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,1196657,Acordo Quadro para aquisição e aluguer operacional de equipamento informático,False,,False,,,34080.0,501333401,BASE 2 (501333401)
1274,Aquisição de serviços de housing para diversos sítios institucionais com Disaster Recovery,Ajuste Direto Regime Geral,Aquisição de serviços,72514000-1,Principal,Serviços de gestão de instalações informáticas,58080.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Curiosity Waves Unipessoal, Lda (513563440)","58.080,00 €",07-05-2018,2018-02-01,697 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,58080.0,513563440,"Curiosity Waves Unipessoal, Lda (513563440)"
1275,Aquisição de Serviços de manutenção dos equipamento de videoconferência,Concurso público,Aquisição de serviços,50312000-5,Principal,Manutenção e reparação de equipamento informático,11000.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","IP Wire - Tecnologias para comunicações, Lda (513603107)","11.000,00 €",07-05-2018,2018-02-23,365 dias,"Artigo 21.º, n.º 1, alínea b) do Código dos Contratos Públicos",Cumprimento integral do contrato,11-10-2019,"11.000,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,11000.0,513603107,IPWIRE (513603107)
1276,Aquisição de serviços de desenvolvimento de API de integração na framework do PNB ,Concurso público,Aquisição de serviços,72212100-0,Principal,Serviços de desenvolvimento de software para sectores específicos,71174.4 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","OPTIMIZER – SERVIÇOS E CONSULTADORIA INFORMÁTICA, LDA. (504775936)","71.174,40 €",07-05-2018,2018-03-19,540 dias,"Artigo 21.º, n.º 1, alínea b) do Código dos Contratos Públicos",Cumprimento integral do contrato,08-11-2019,"71.174,40 €",,,,Não aplicável.,Não aplicável.,False,,False,,,71174.4,504775936,"Optimizer – Serviços e Consultadoria Informática, Lda., (504775936), Claranet II Solutions, S.A.  (510728189), ITSECTOR - SISTEMAS DE INFORMAÇÃO, S.A. (507291727)"
